"last_name, first_name",player_id,year,pa,strikeout,k_percent,bb_percent,whiff_percent,swing_percent,xwoba,xba,xslg,hard_hit_percent,barrel_batted_rate,avg_swing_speed,fast_swing_rate,swords,squared_up_contact,woba
"Díaz, Edwin",621242,2026,79,19,24.1,12.7,22.3,44.6,0.378,0.303,0.456,53.2,8.7,71.6,21.1,2.0,30.2,0.468
"Morgan, David",688158,2026,105,26,24.8,12.4,32.0,50.3,0.284,0.217,0.273,27.0,1.6,71.4,21.1,8.0,25.2,0.371
"Minter, A.J.",621345,2026,125,25,20.0,3.2,23.2,52.9,0.285,0.233,0.401,30.5,9.5,73.2,35.7,0.0,26.4,0.276
"Morejon, Adrian",670970,2026,279,83,29.7,6.8,34.4,51.9,0.244,0.205,0.279,32.4,2.3,71.2,21.3,11.0,31.0,0.253
"Lange, Alex",656638,2026,222,53,23.9,11.7,27.8,47.1,0.336,0.243,0.411,42.0,12.3,72.3,29.8,11.0,31.3,0.347
"Quintana, Jose",500779,2026,181,20,11.0,9.4,21.1,47.0,0.343,0.275,0.441,32.9,8.4,72.9,31.0,5.0,35.7,0.363
"Beck, Brendan",694341,2026,31,4,12.9,16.1,33.9,42.4,0.448,0.3,0.656,59.1,27.3,74.5,54.0,4.0,45.7,0.487
"Smith, Burch",572143,2026,73,20,27.4,9.6,22.7,46.0,0.287,0.217,0.347,47.8,4.4,72.0,25.6,0.0,31.2,0.353
"Kelly, Michael",547184,2026,32,6,18.8,18.8,24.1,44.6,0.435,0.349,0.522,45.0,15.0,71.2,15.9,2.0,24.2,0.556
"Johnson, Ryan",696270,2026,271,47,17.3,10.7,23.2,46.0,0.359,0.265,0.479,37.5,11.5,73.1,34.4,8.0,30.4,0.369
"McGreevy, Michael",700241,2026,538,91,16.9,6.3,19.2,44.7,0.355,0.284,0.49,42.6,10.2,72.4,31.4,18.0,37.4,0.314
"Jax, Griffin",643377,2026,379,100,26.4,7.9,31.2,48.6,0.323,0.252,0.418,39.7,9.3,72.6,30.4,10.0,34.5,0.306
"Svanson, Matt",694335,2026,207,41,19.8,10.1,18.8,48.7,0.369,0.301,0.467,44.8,7.0,72.3,29.5,8.0,34.2,0.364
"Cornelio, Riley",683000,2026,96,20,20.8,20.8,31.7,48.5,0.318,0.192,0.291,42.9,10.7,71.6,25.1,3.0,25.7,0.334
"Young, Danny",664849,2026,65,15,23.1,20.0,24.7,33.6,0.391,0.24,0.467,61.8,17.6,73.3,27.0,4.0,43.1,0.448
"Verlander, Justin",434378,2026,19,1,5.3,10.5,15.4,48.8,0.474,0.365,0.69,56.3,12.5,71.6,24.3,0.0,37.5,0.472
"Rucker, Michael",621074,2026,111,30,27.0,8.1,26.3,47.7,0.289,0.238,0.336,38.0,7.0,71.8,23.1,6.0,30.0,0.308
"Lazar, Max",676661,2026,35,5,14.3,8.6,19.4,48.4,0.33,0.241,0.453,40.7,11.5,70.9,19.0,2.0,40.0,0.362
"Nunez, Anthony",689296,2026,196,46,23.5,11.2,32.1,47.5,0.317,0.233,0.398,39.7,7.1,71.7,22.3,13.0,31.9,0.309
"Funderburk, Kody",681892,2026,172,34,19.8,12.8,22.5,43.9,0.301,0.226,0.322,27.2,5.3,70.6,18.6,4.0,29.8,0.271
"Seelinger, Matt",676910,2026,15,2,13.3,26.7,29.2,46.2,0.409,0.226,0.495,44.4,22.2,74.1,42.1,1.0,42.9,0.634
"Little, Luke",681432,2026,5,1,20.0,0.0,30.0,52.6,0.527,0.338,0.932,50.0,25.0,71.8,33.3,0.0,28.6,0.587
"Hart, Kyle",606996,2026,209,49,23.4,8.1,22.7,43.8,0.273,0.205,0.329,27.1,5.8,71.9,20.8,6.0,30.7,0.283
"Lucchesi, Joey",664192,2026,24,4,16.7,25.0,17.1,36.9,0.441,0.286,0.491,69.2,15.4,69.6,9.7,2.0,39.3,0.528
"Weaver, Luke",596133,2026,187,49,26.2,6.4,30.1,53.3,0.269,0.207,0.35,35.5,8.1,72.0,23.0,5.0,29.7,0.224
"Kremer, Dean",665152,2026,217,53,24.4,7.4,28.4,46.1,0.315,0.236,0.44,33.8,7.4,71.7,22.6,6.0,33.2,0.335
"Curvelo, Luis",681168,2026,54,6,11.1,11.1,21.8,54.0,0.387,0.307,0.544,50.0,9.5,73.3,33.3,0.0,41.7,0.469
"Alcantara, Sandy",645261,2026,728,131,18.0,6.5,21.1,50.9,0.297,0.249,0.367,35.2,5.4,72.0,25.4,20.0,32.8,0.294
"Tong, Jonah",804636,2026,47,7,14.9,14.9,23.4,50.3,0.309,0.206,0.367,30.3,6.1,73.0,30.1,0.0,32.3,0.28
"Petersen, Michael",656848,2026,213,62,29.1,10.3,29.3,50.5,0.288,0.194,0.361,41.3,11.1,72.0,24.4,9.0,27.9,0.277
"Gage, Matt",657424,2026,126,22,17.5,13.5,24.4,47.5,0.352,0.257,0.43,31.4,10.5,71.0,19.5,3.0,26.4,0.376
"Bowlan, Jonathan",680742,2026,187,58,31.0,7.0,32.4,49.7,0.254,0.195,0.3,36.0,5.3,71.4,20.4,8.0,27.3,0.257
"Morgan, Eli",669212,2026,91,16,17.6,9.9,24.1,46.6,0.399,0.324,0.513,42.2,6.3,71.0,12.8,4.0,40.0,0.396
"Thomas, Connor",671162,2026,43,5,11.6,14.0,24.3,47.0,0.405,0.297,0.559,46.9,9.4,72.7,31.3,1.0,40.0,0.545
"Backhus, Kyle",679775,2026,94,20,21.3,6.4,19.6,43.2,0.308,0.247,0.385,30.3,4.6,71.1,22.4,2.0,34.3,0.349
"May, Dustin",669160,2026,523,118,22.6,8.0,22.3,47.1,0.316,0.249,0.379,44.8,6.8,72.2,26.2,20.0,33.2,0.309
"Corbin, Patrick",571578,2026,360,63,17.5,6.9,21.1,47.3,0.356,0.289,0.463,42.1,7.5,72.4,30.0,11.0,31.1,0.364
"Burke, Sean",680732,2026,571,154,27.0,7.4,25.8,48.9,0.294,0.226,0.37,36.9,7.7,71.6,25.4,26.0,30.9,0.291
"Banks, Tanner",621383,2026,146,32,21.9,8.9,23.2,50.1,0.323,0.262,0.419,33.7,7.0,70.9,18.2,4.0,32.4,0.423
"Meyer, Max",676974,2026,462,121,26.2,8.9,28.6,46.7,0.304,0.227,0.375,42.0,8.6,72.3,27.4,32.0,33.3,0.282
"Tur, Yunior",814305,2026,34,6,17.6,11.8,37.3,49.2,0.55,0.379,0.874,34.8,27.3,72.3,24.5,2.0,34.3,0.649
"Duran, Carlos",679922,2026,4,1,25.0,0.0,33.3,50.0,0.114,0.126,0.146,0.0,0.0,68.5,20.0,0.0,0.0,0.222
"Eflin, Zach",621107,2026,17,7,41.2,11.8,35.3,45.9,0.307,0.202,0.404,75.0,25.0,73.4,36.4,0.0,33.3,0.381
"Schultz, Paxton",687606,2026,153,32,20.9,7.8,18.7,44.8,0.342,0.276,0.453,39.3,8.4,71.8,27.2,4.0,33.8,0.372
"Okert, Steven",595345,2026,240,64,26.7,5.4,30.7,49.6,0.262,0.203,0.334,33.3,4.5,71.5,23.8,5.0,29.7,0.242
"Suter, Brent",608718,2026,300,59,19.7,7.0,22.4,45.9,0.32,0.264,0.414,32.1,6.5,71.1,20.8,12.0,33.3,0.324
"Acton, Garrett",670183,2026,28,9,32.1,10.7,35.4,41.7,0.251,0.191,0.268,40.0,6.7,72.5,26.8,1.0,42.9,0.238
"Collyer, Gavin",686560,2026,105,22,21.0,18.1,27.1,37.2,0.318,0.192,0.278,29.3,3.4,71.8,24.8,2.0,31.8,0.317
"Baker, Bryan",641329,2026,193,56,29.0,8.3,29.3,54.3,0.258,0.197,0.303,35.0,6.7,71.9,22.9,4.0,23.9,0.216
"Buehler, Walker",621111,2026,518,104,20.1,9.5,20.4,44.6,0.318,0.248,0.397,38.9,8.1,72.2,28.9,19.0,33.0,0.325
"Gallen, Zac",668678,2026,440,61,13.9,7.0,19.0,46.0,0.383,0.312,0.531,44.7,11.0,72.5,30.5,12.0,40.2,0.372
"Gaddis, Hunter",683769,2026,183,42,23.0,9.3,31.2,50.9,0.322,0.255,0.399,30.6,9.1,71.9,22.1,10.0,27.2,0.302
"Harrison, Kyle",690986,2026,402,122,30.3,6.5,29.1,48.4,0.276,0.22,0.344,35.6,6.8,71.9,23.8,17.0,28.4,0.29
"Crow, Coleman",689441,2026,85,10,11.8,7.1,16.3,51.9,0.34,0.269,0.448,36.8,7.4,72.0,31.5,1.0,35.5,0.339
"Strzelecki, Peter",657265,2026,47,6,12.8,8.5,17.1,43.4,0.267,0.176,0.298,38.9,5.6,72.2,21.7,1.0,36.2,0.294
"Carrasco, Carlos",471911,2026,73,7,9.6,4.1,19.0,55.7,0.431,0.371,0.586,41.0,9.8,72.4,32.2,3.0,37.4,0.373
"Holton, Tyler",663947,2026,246,47,19.1,5.7,22.8,47.0,0.294,0.246,0.36,38.1,6.1,72.0,23.4,9.0,31.6,0.321
"Yates, Kirby",489446,2026,148,44,29.7,8.8,30.7,52.8,0.265,0.188,0.297,46.0,6.9,72.2,29.1,3.0,31.4,0.28
"Schreiber, John",670167,2026,188,33,17.6,11.2,21.8,42.9,0.336,0.265,0.434,41.4,6.8,71.3,20.4,5.0,35.7,0.326
"King, John",667463,2026,197,33,16.8,8.6,21.7,47.2,0.31,0.229,0.404,37.8,8.5,72.4,32.0,4.0,37.1,0.281
"Kochanowicz, Jack",686799,2026,296,47,15.9,12.2,23.6,45.2,0.358,0.272,0.439,42.8,7.4,72.5,27.6,6.0,34.8,0.331
"Hurter, Brant",676428,2026,101,18,17.8,11.9,20.5,43.3,0.304,0.235,0.332,32.9,4.3,71.6,20.9,2.0,33.6,0.25
"Assad, Javier",665871,2026,332,55,16.6,6.3,14.9,44.3,0.326,0.264,0.431,45.5,7.1,71.8,24.8,10.0,38.0,0.302
"Santillan, Tony",663574,2026,134,28,20.9,10.4,22.4,45.8,0.348,0.253,0.476,46.7,11.1,72.2,28.4,4.0,36.3,0.354
"McDermott, Chayce",694646,2026,25,4,16.0,8.0,23.1,48.6,0.382,0.259,0.59,36.8,21.1,72.1,29.8,0.0,36.1,0.369
"Latz, Jacob",656641,2026,206,58,28.2,7.3,28.9,53.0,0.242,0.184,0.302,37.6,5.3,72.4,29.7,12.0,24.4,0.193
"Jacob, Alek",689690,2026,23,6,26.1,8.7,37.8,51.7,0.272,0.179,0.305,35.7,7.1,71.7,31.6,1.0,33.3,0.352
"Del Castillo, Adrian",680728,2026,10,0,0.0,0.0,0.0,64.7,0.551,0.496,0.749,66.7,11.1,69.0,0.0,0.0,33.3,0.429
"Kerr, Ray",678061,2026,10,0,0.0,0.0,20.0,58.8,0.283,0.225,0.301,22.2,0.0,72.6,30.8,0.0,54.5,0.18
"Schultz, Noah",702273,2026,291,59,20.3,10.7,21.0,44.5,0.364,0.273,0.454,40.4,9.4,72.3,28.9,9.0,29.9,0.345
"Shugart, Chase",663767,2026,176,49,27.8,9.7,25.0,39.6,0.317,0.222,0.409,34.0,11.3,71.8,22.2,3.0,34.4,0.343
"Roupp, Landen",694738,2026,548,128,23.4,10.9,25.5,43.5,0.3,0.23,0.345,29.9,5.1,72.0,25.0,19.0,29.1,0.301
"Criswell, Cooper",681867,2026,121,23,19.0,6.6,22.0,48.3,0.286,0.24,0.358,36.0,4.5,71.1,16.9,4.0,31.8,0.301
"Palencia, Daniel",694037,2026,71,19,26.8,8.5,29.6,52.6,0.3,0.244,0.386,30.4,6.5,71.7,25.6,3.0,30.2,0.31
"Megill, Trevor",656730,2026,186,54,29.0,6.5,32.3,52.0,0.248,0.198,0.316,41.2,5.0,71.3,20.8,12.0,36.1,0.193
"Spence, Mitch",687765,2026,56,6,10.7,16.1,20.0,45.0,0.361,0.279,0.408,41.5,2.4,72.8,34.9,1.0,34.3,0.508
"Hanifee, Brenan",669724,2026,93,10,10.8,7.5,14.4,45.5,0.37,0.301,0.5,45.3,8.1,72.7,32.1,0.0,40.9,0.369
"Kay, Anthony",641743,2026,541,98,18.1,8.1,23.1,46.7,0.342,0.262,0.411,39.9,8.6,72.2,25.5,19.0,32.2,0.336
"Andrews, Tanner",681084,2026,11,1,9.1,18.2,22.2,41.9,0.273,0.135,0.289,25.0,12.5,72.5,38.5,0.0,30.0,0.208
"Kelly, Zack",677161,2026,71,14,19.7,9.9,21.1,43.5,0.368,0.29,0.432,38.8,8.2,71.5,28.7,2.0,37.3,0.28
"Burns, Chase",695505,2026,548,159,29.0,8.8,31.7,49.0,0.27,0.202,0.331,36.9,7.6,72.2,28.0,28.0,28.8,0.274
"Williams, Trevor",592866,2026,59,19,32.2,5.1,24.6,50.8,0.253,0.208,0.306,33.3,5.6,71.3,18.5,2.0,24.5,0.296
"Peterson, David",656849,2026,507,95,18.7,9.3,21.4,47.0,0.34,0.275,0.417,41.2,6.4,71.9,27.8,8.0,39.1,0.335
"García, Luis",472610,2026,74,6,8.1,8.1,20.9,52.5,0.397,0.329,0.522,44.3,5.2,72.3,31.7,1.0,37.4,0.415
"Ray, Robbie",592662,2026,578,117,20.2,11.8,24.8,47.2,0.329,0.24,0.415,38.3,8.7,72.4,28.2,23.0,30.3,0.31
"McLean, Nolan",690997,2026,594,162,27.3,9.1,24.6,44.1,0.298,0.221,0.348,35.7,6.9,71.8,23.6,16.0,28.1,0.291
"Allard, Kolby",663465,2026,45,9,20.0,6.7,17.4,52.0,0.385,0.317,0.533,43.8,15.6,71.1,16.2,2.0,32.8,0.467
"Ginn, J.T.",669372,2026,533,114,21.4,9.9,27.3,45.8,0.308,0.238,0.361,35.2,5.6,72.7,31.0,10.0,30.9,0.294
"Basso, Brady",669620,2026,100,19,19.0,3.0,21.2,52.9,0.297,0.267,0.37,41.0,6.4,72.2,29.6,3.0,30.5,0.341
"Kempner, William",687531,2026,50,14,28.0,8.0,34.1,45.7,0.306,0.231,0.355,23.3,3.3,71.0,17.5,3.0,33.9,0.265
"Loáisiga, Jonathan",642528,2026,202,36,17.8,5.4,22.5,52.8,0.275,0.23,0.348,33.1,4.5,71.5,22.7,5.0,28.8,0.269
"Woo, Bryan",693433,2026,563,137,24.3,5.2,24.8,53.4,0.293,0.237,0.383,43.3,6.9,72.1,26.1,13.0,31.4,0.284
"Lambert, Peter",663567,2026,494,117,23.7,9.3,25.6,48.4,0.284,0.202,0.341,36.3,6.5,72.4,27.4,15.0,28.4,0.282
"Varland, Louis",686973,2026,249,79,31.7,6.8,29.4,52.4,0.231,0.197,0.266,37.3,4.6,71.6,22.4,14.0,25.0,0.226
"Suarez, Robert",663158,2026,121,26,21.5,5.0,24.0,53.6,0.282,0.252,0.351,33.0,3.4,71.4,22.7,1.0,26.2,0.203
"Rom, Drew",680723,2026,45,15,33.3,13.3,31.9,40.1,0.355,0.263,0.435,66.7,16.7,71.1,22.4,0.0,42.4,0.39
"Dollander, Chase",801403,2026,189,47,24.9,9.5,28.0,48.0,0.307,0.217,0.387,52.1,9.9,72.2,26.4,5.0,32.8,0.32
"Boyle, Joe",671212,2026,81,21,25.9,11.1,24.2,45.2,0.308,0.235,0.362,39.2,4.0,71.8,27.1,8.0,25.0,0.262
"Wantz, Andrew",681806,2026,20,1,5.0,15.0,14.0,53.1,0.463,0.326,0.582,35.7,7.1,72.0,24.4,0.0,25.7,0.476
"Robles, Victor",645302,2026,9,0,0.0,11.1,0.0,42.3,0.504,0.49,0.618,37.5,0.0,71.7,9.1,0.0,63.6,0.572
"Legumina, Casey",668984,2026,229,40,17.5,5.7,21.4,52.4,0.323,0.267,0.41,36.6,7.1,72.2,27.5,7.0,31.4,0.313
"Foley, Jason",671345,2026,42,6,14.3,11.9,17.5,41.7,0.283,0.221,0.346,29.0,6.5,71.4,23.2,1.0,37.0,0.305
"Fitzpatrick, Brian",702153,2026,30,5,16.7,10.0,23.2,51.4,0.257,0.212,0.265,22.7,4.5,72.7,27.7,0.0,25.7,0.29
"Moll, Sam",594580,2026,230,51,22.2,12.6,22.9,42.3,0.33,0.239,0.361,34.7,6.1,72.0,25.7,7.0,28.3,0.324
"Canning, Griffin",656288,2026,319,72,22.6,10.3,25.3,45.1,0.332,0.249,0.421,47.1,9.5,72.5,30.4,13.0,33.2,0.361
"Grove, Michael",675627,2026,28,6,21.4,0.0,28.9,50.6,0.423,0.289,0.708,36.4,18.2,73.3,31.6,4.0,53.3,0.36
"Ferguson, Caleb",657571,2026,130,26,20.0,13.1,19.2,45.4,0.317,0.243,0.38,34.9,5.9,73.1,33.2,1.0,28.0,0.349
"Strowd, Kade",669704,2026,7,1,14.3,42.9,0.0,25.0,0.509,0.386,0.456,33.3,0.0,75.6,62.5,0.0,25.0,0.426
"Castro, Kervin",665645,2026,23,8,34.8,8.7,25.0,51.1,0.235,0.195,0.245,30.8,0.0,72.6,31.0,0.0,33.3,0.193
"Akin, Keegan",669211,2026,114,17,14.9,7.9,19.3,49.2,0.298,0.246,0.371,28.4,5.8,71.6,19.9,1.0,30.4,0.337
"Senzatela, Antonio",622608,2026,243,51,21.0,7.4,24.0,49.8,0.303,0.254,0.372,41.3,6.4,71.0,17.9,12.0,33.1,0.306
"Beeter, Clayton",690925,2026,160,39,24.4,15.0,28.0,44.8,0.323,0.216,0.365,43.2,6.4,71.4,21.8,11.0,34.1,0.294
"Corniell, Jose",692030,2026,28,4,14.3,14.3,26.9,50.0,0.365,0.273,0.487,45.0,10.0,72.3,23.4,0.0,44.1,0.644
"Mushinski, Parker",656786,2026,34,0,0.0,14.7,12.1,41.7,0.39,0.325,0.459,37.9,3.4,70.6,24.0,2.0,44.7,0.36
"Faucher, Calvin",676534,2026,231,61,26.4,13.4,27.0,42.6,0.305,0.231,0.325,39.7,5.1,71.9,25.1,12.0,26.9,0.292
"Bubic, Kris",663460,2026,207,51,24.6,12.6,26.1,46.9,0.327,0.24,0.395,39.5,7.8,71.9,25.5,6.0,28.2,0.286
"Bird, Jake",656234,2026,162,38,23.5,8.0,26.3,40.8,0.327,0.24,0.421,35.8,9.4,71.5,24.4,4.0,37.1,0.367
"Gray, Sonny",543243,2026,536,117,21.8,6.3,22.7,47.2,0.294,0.246,0.366,37.4,6.1,72.5,28.2,23.0,36.5,0.295
"Yoho, Craig",684974,2026,109,24,22.0,11.9,28.4,45.3,0.309,0.206,0.358,29.0,7.4,70.7,20.7,2.0,31.9,0.303
"Arrighetti, Spencer",681293,2026,386,87,22.5,13.0,25.4,42.1,0.345,0.238,0.395,30.6,7.7,71.9,24.7,8.0,31.8,0.321
"Boyd, Matthew",571510,2026,354,68,19.2,7.3,22.3,49.1,0.341,0.267,0.448,37.9,10.3,71.8,24.4,7.0,30.8,0.32
"Gamboa, Alec",687941,2026,72,13,18.1,6.9,19.0,57.0,0.242,0.177,0.27,29.6,3.8,71.8,23.6,2.0,25.0,0.267
"Cruz, Fernando",518585,2026,224,65,29.0,13.8,39.4,43.5,0.284,0.188,0.326,26.2,8.7,71.7,24.8,17.0,30.9,0.302
"Abreu, Bryan",650556,2026,201,59,29.4,16.4,32.9,41.1,0.311,0.194,0.324,41.9,5.8,71.7,21.7,15.0,30.4,0.329
"Sisk, Evan",681895,2026,174,47,27.0,10.3,26.5,41.7,0.277,0.195,0.277,30.7,3.0,70.7,17.4,7.0,27.8,0.31
"Gilbert, Logan",669302,2026,594,157,26.4,6.2,29.8,50.2,0.298,0.233,0.395,41.8,10.1,71.9,26.7,24.0,33.6,0.283
"McCambley, Zach",685112,2026,43,9,20.9,14.0,27.2,46.8,0.366,0.292,0.429,48.1,7.4,72.2,30.3,5.0,38.0,0.33
"Walker, Ryan",676254,2026,125,19,15.2,12.0,15.2,43.1,0.324,0.26,0.389,35.6,6.7,71.3,21.9,4.0,28.6,0.377
"Weisenburger, Jack",674073,2026,18,4,22.2,11.1,23.1,49.4,0.257,0.172,0.302,33.3,8.3,72.1,22.9,1.0,40.7,0.246
"Zuñiga, Guillo",670871,2026,4,1,25.0,25.0,25.0,44.4,0.187,0.019,0.019,0.0,0.0,70.8,12.5,0.0,0.0,0.174
"Suárez, Albert",544150,2026,221,36,16.3,8.6,22.3,49.0,0.322,0.25,0.413,40.4,7.8,71.9,24.0,4.0,36.7,0.311
"deGrom, Jacob",594798,2026,498,147,29.5,6.2,33.4,51.7,0.297,0.238,0.402,45.6,8.8,72.4,27.8,28.0,31.6,0.293
"Mears, Nick",683232,2026,83,15,18.1,13.3,18.7,44.0,0.382,0.298,0.506,50.9,12.5,72.2,25.6,5.0,33.9,0.344
"Seymour, Carson",693313,2026,59,9,15.3,10.2,21.7,46.5,0.404,0.334,0.518,41.9,9.3,72.2,23.7,3.0,34.7,0.383
"Waldichuk, Ken",686610,2026,40,8,20.0,12.5,27.4,41.6,0.397,0.243,0.577,38.5,19.2,72.4,31.3,2.0,36.1,0.399
"Holmes, Grant",656550,2026,507,97,19.1,10.1,26.9,48.3,0.336,0.254,0.432,43.0,9.0,72.9,31.1,25.0,38.5,0.323
"Heasley, Jonathan",669169,2026,19,2,10.5,0.0,7.9,59.4,0.479,0.352,0.791,58.8,11.8,72.6,34.3,0.0,43.8,0.536
"Mills, Wyatt",670090,2026,36,5,13.9,25.0,22.6,41.6,0.368,0.234,0.293,25.0,0.0,71.9,25.9,0.0,30.0,0.338
"Kittredge, Andrew",552640,2026,167,31,18.6,6.6,23.2,53.6,0.302,0.261,0.393,36.8,5.6,72.4,29.0,7.0,32.0,0.31
"Morris, Kade",695034,2026,53,6,11.3,11.3,16.5,46.4,0.316,0.252,0.365,48.8,4.9,72.0,27.4,5.0,32.0,0.492
"Manaea, Sean",640455,2026,481,113,23.5,7.7,23.1,49.9,0.327,0.25,0.419,41.8,9.5,71.6,22.1,22.0,31.9,0.341
"Barnes, Charlie",656212,2026,63,6,9.5,11.1,15.1,42.8,0.404,0.321,0.531,46.9,8.2,73.8,38.8,2.0,50.0,0.402
"Kelly, Antwone",699008,2026,32,4,12.5,12.5,11.7,48.8,0.345,0.286,0.395,37.5,4.2,72.0,33.9,1.0,32.0,0.405
"Hughes, Gabriel",687312,2026,164,33,20.1,7.9,19.7,48.4,0.287,0.232,0.338,28.4,4.3,72.3,28.1,6.0,28.6,0.328
"Stanek, Ryne",592773,2026,214,50,23.4,12.6,28.2,48.3,0.321,0.232,0.395,37.0,8.1,71.8,22.8,5.0,31.6,0.333
"Waldrep, Hurston",694462,2026,56,9,16.1,17.9,23.3,40.0,0.359,0.231,0.389,34.3,8.6,74.0,46.8,2.0,33.9,0.419
"Aldegheri, Sam",691951,2026,151,22,14.6,11.3,20.4,45.7,0.355,0.271,0.45,35.1,9.0,73.2,37.4,2.0,29.7,0.319
"Miles, Spencer",693686,2026,319,73,22.9,6.3,18.7,48.4,0.27,0.233,0.326,35.8,3.5,71.4,23.8,8.0,30.2,0.264
"Rivera, Eduardo",700842,2026,44,10,22.7,13.6,25.0,45.7,0.296,0.205,0.341,42.9,3.6,72.6,31.4,0.0,31.8,0.3
"Smith, Dylan",681916,2026,112,33,29.5,10.7,28.1,49.4,0.287,0.206,0.353,44.6,7.7,72.5,27.1,5.0,26.8,0.269
"Kriske, Brooks",621139,2026,10,2,20.0,0.0,22.2,47.4,0.244,0.249,0.319,37.5,12.5,72.1,18.8,1.0,38.5,0.178
"Agnos, Zach",688642,2026,315,46,14.6,7.9,21.2,50.7,0.354,0.286,0.46,41.4,7.9,72.2,26.7,13.0,34.0,0.344
"Tidwell, Blade",694918,2026,110,20,18.2,9.1,27.1,46.0,0.306,0.256,0.354,41.8,6.3,71.1,18.4,4.0,39.0,0.287
"Espada, Jose",664744,2026,4,0,0.0,0.0,14.3,46.7,0.34,0.364,0.413,50.0,0.0,71.9,16.7,0.0,60.0,0.445
"Johnson, Pierce",572955,2026,154,33,21.4,8.4,23.8,47.5,0.351,0.272,0.486,38.0,11.3,70.8,16.7,7.0,37.5,0.316
"Weathers, Ryan",677960,2026,551,140,25.4,6.9,27.0,44.9,0.316,0.251,0.417,41.1,8.4,72.6,30.7,20.0,36.1,0.301
"Cabrera, Edward",665795,2026,329,67,20.4,9.7,26.6,47.8,0.344,0.267,0.447,42.5,11.9,73.1,34.1,17.0,35.7,0.349
"Maton, Phil",664208,2026,136,31,22.8,11.8,25.7,47.1,0.389,0.294,0.487,42.9,11.9,71.9,30.0,3.0,30.7,0.398
"Quantrill, Cal",615698,2026,323,54,16.7,6.8,18.5,47.5,0.312,0.247,0.407,34.4,7.5,72.2,29.1,7.0,32.7,0.286
"Schlittler, Cam",693645,2026,602,189,31.4,5.6,28.8,52.7,0.266,0.21,0.34,40.1,8.1,71.8,26.1,27.0,27.0,0.253
"Misiorowski, Jacob",694819,2026,527,210,39.8,5.9,38.1,51.8,0.216,0.165,0.245,33.6,3.2,71.4,23.2,29.0,25.1,0.211
"Brito, Jhony",666745,2026,20,4,20.0,5.0,28.3,59.0,0.256,0.206,0.337,33.3,6.7,71.1,22.2,1.0,29.6,0.289
"Trevino, Jose",624431,2026,29,1,3.4,3.4,2.8,50.0,0.436,0.396,0.57,53.8,11.5,73.9,44.8,0.0,57.1,0.504
"Castillo, Luis",622491,2026,508,102,20.1,7.1,24.9,52.1,0.337,0.267,0.453,41.8,9.9,72.4,30.5,16.0,30.6,0.337
"Englert, Mason",669438,2026,157,32,20.4,5.1,23.9,52.7,0.365,0.28,0.549,38.1,14.9,72.3,27.5,6.0,29.5,0.37
"Nikhazy, Doug",680951,2026,9,1,11.1,22.2,33.3,30.8,0.291,0.19,0.208,33.3,0.0,74.1,33.3,0.0,62.5,0.254
"Wheeler, Zack",554430,2026,474,144,30.4,7.0,30.7,49.7,0.26,0.204,0.316,35.0,5.8,71.4,21.1,23.0,28.7,0.271
"Paez, Jedixson",699151,2026,16,0,0.0,18.8,16.7,46.2,0.492,0.352,0.786,46.2,23.1,73.7,41.4,0.0,50.0,0.498
"Scott, Christian",681035,2026,367,105,28.6,9.5,26.6,49.8,0.304,0.229,0.356,34.7,6.8,72.2,27.5,14.0,25.7,0.304
"Yamamoto, Yoshinobu",808967,2026,556,136,24.5,6.1,25.9,49.1,0.273,0.219,0.344,35.9,6.5,72.1,27.3,10.0,32.5,0.245
"Way, Beck",694360,2026,105,21,20.0,9.5,25.9,44.7,0.341,0.257,0.395,42.5,6.8,72.0,22.6,4.0,40.2,0.35
"Booser, Cam",592155,2026,114,38,33.3,5.3,28.6,55.0,0.246,0.182,0.342,41.4,7.1,72.2,27.7,2.0,31.3,0.242
"Brubaker, JT",664141,2026,236,38,16.1,10.6,21.0,44.8,0.34,0.268,0.428,36.3,5.8,72.1,24.2,9.0,33.4,0.287
"Soriano, José",667755,2026,578,136,23.5,10.7,30.8,46.6,0.326,0.249,0.395,38.7,8.0,72.4,27.5,30.0,33.4,0.291
"Pintaro, Jonathan",702752,2026,77,18,23.4,13.0,25.7,43.7,0.32,0.216,0.364,40.4,6.5,72.1,26.1,2.0,27.5,0.29
"Pop, Zach",647315,2026,31,6,19.4,9.7,15.4,40.0,0.317,0.248,0.358,47.6,4.8,72.4,22.7,1.0,47.4,0.27
"Castellano, Eiberson",682769,2026,12,2,16.7,0.0,31.6,54.3,0.376,0.354,0.445,44.4,0.0,,,,,0.388
"Rogers, Trevor",669432,2026,529,108,20.4,6.6,23.6,52.5,0.308,0.25,0.399,39.2,7.1,72.2,27.2,22.0,31.1,0.308
"Jobe, Jackson",695549,2026,61,11,18.0,8.2,19.5,48.9,0.378,0.282,0.482,40.5,12.2,71.8,27.0,2.0,31.0,0.353
"Bolton, Cody",675989,2026,95,22,23.2,14.7,19.6,41.7,0.38,0.276,0.472,48.3,10.3,72.5,32.6,1.0,30.3,0.371
"Maxwell, Zach",687209,2026,65,11,16.9,15.4,15.9,43.8,0.368,0.274,0.457,38.1,11.6,72.2,23.8,4.0,28.0,0.405
"McCullers Jr., Lance",621121,2026,195,48,24.6,13.8,27.9,41.6,0.328,0.236,0.378,47.5,7.6,73.2,33.3,8.0,34.4,0.359
